hpo_id,hpo_label_2013,hpo_label_2017,alt_id,facial_congenital,hpoName,2017_to_2013_alt
HP:0004248,Abnormality of the lunate bone,Abnormality of the lunate bone,,,Abnormality of the lunate bone,
HP:0004249,Accessory lunate,Accessory lunate,,,Accessory lunate,
HP:0004250,Proximally placed lunate,Proximally placed lunate,,,Proximally placed lunate,
HP:0004251,Lunate-triquetral fusion,Lunate-triquetral fusion,,congenital abnormality,Lunate-triquetral fusion,
HP:0004252,Abnormality of the trapezium,Abnormality of the trapezium,,,Abnormality of the trapezium,
HP:0004253,Absent trapezium/absent ossification of the trapezium,Absent trapezium,,,Absent trapezium/absent ossification of the trapezium,
HP:0004254,Delayed maturation/delayed ossification of the trapezium,Delayed ossification of the trapezium,,,Delayed maturation/delayed ossification of the trapezium,
HP:0004255,Small trapezium,Small trapezium,,,Small trapezium,
HP:0004256,Abnormality of the trapezoid bone,Abnormality of the trapezoid bone,,,Abnormality of the trapezoid bone,
HP:0004257,Delayed maturation/delayed ossification of the trapezoid bone,Delayed ossification of the trapezoid bone,,,Delayed maturation/delayed ossification of the trapezoid bone,
HP:0004258,Small trapezoid bone,Small trapezoid bone,,,Small trapezoid bone,
HP:0004259,Abnormality of the hamate bone,Abnormality of the hamate bone,,,Abnormality of the hamate bone,
HP:0004260,Large hamate bone,Large hamate bone,,,Large hamate bone,
HP:0004261,Wide/broad hamate bone,Wide hamate bone,,,Wide/broad hamate bone,
HP:0004262,Abnormality of the capitate bone,Abnormality of the capitate bone,,,Abnormality of the capitate bone,
HP:0004263,Large capitate bone,Large capitate bone,,,Large capitate bone,
HP:0004264,Narrow carpal joint spaces,Narrow carpal joint spaces,HP:0004265,,Narrow carpal joint spaces,
HP:0004267,Narrow small joints of the hand,Narrow small joints of the hand,,,Narrow small joints of the hand,
HP:0004268,Osteoarthritis of the small joints of the hand,Osteoarthritis of the small joints of the hand,,,Osteoarthritis of the small joints of the hand,
HP:0004269,Subluxation of the small joints of the hand,Subluxation of the small joints of the hand,,,Subluxation of the small joints of the hand,
HP:0004271,Cortical thickening of hand bones,Cortical thickening of hand bones,,,Cortical thickening of hand bones,
HP:0004272,Cortical thinning of hand bones,Cortical thinning of hand bones,,,Cortical thinning of hand bones,
HP:0004273,Cupped metaphyses of hand bones,Cupped metaphyses of hand bones,,,Cupped metaphyses of hand bones,
HP:0004274,Deficient ossification of hand bones,Deficient ossification of hand bones,,,Deficient ossification of hand bones,
HP:0004275,Duplication of hand bones,Duplication of hand bones,,,Duplication of hand bones,
HP:0004276,Exostoses of hand bones,Exostoses of hand bones,,,Exostoses of hand bones,
HP:0004277,Fractured hand bones,Fractured hand bones,,,Fractured hand bones,
HP:0004278,Synostosis involving bones of the hand,Synostosis involving bones of the hand,,,Synostosis involving bones of the hand,
HP:0004279,Hypoplastic hand,Short palm,HP:0001165,congenital abnormality,Hypoplastic hand,
HP:0004280,Irregular ossification of hand bones,Irregular ossification of hand bones,,,Irregular ossification of hand bones,
HP:0004281,Irregular sclerosis of hand bones,Irregular sclerosis of hand bones,,,Irregular sclerosis of hand bones,
HP:0004283,Narrow hand,Narrow palm,,non-facial dysmorphism,Narrow hand,
HP:0004284,Notched hand bones,Notched hand bones,,,Notched hand bones,
HP:0004285,Overmodelled hand bones,Overmodelled hand bones,,,Overmodelled hand bones,
HP:0004286,Patchy sclerosis of hand bones,Patchy sclerosis of hand bones,,,Patchy sclerosis of hand bones,
HP:0004287,Pointed hand bones,Pointed hand bones,,congenital abnormality,Pointed hand bones,
HP:0004288,Pseudoepiphyses of hand bones,Pseudoepiphyses of hand bones,,,Pseudoepiphyses of hand bones,
HP:0004289,Sclerotic foci in hand bones,Sclerotic foci in hand bones,,,Sclerotic foci in hand bones,
HP:0004290,Sclerosis of hand bones with transverse striations,Sclerosis of hand bones with transverse striations,,,Sclerosis of hand bones with transverse striations,
HP:0004291,Stippled calcification of hand bones,Stippled calcification of hand bones,,,Stippled calcification of hand bones,
HP:0004292,Undermodelled hand bones,Undermodelled hand bones,,,Undermodelled hand bones,
HP:0004293,Fusion of second metacarpal-trapezoid,Synostosis of second metacarpal-trapezoid,,,Fusion of second metacarpal-trapezoid,
HP:0004294,Subluxation of metacarpal phalangeal joints,Subluxation of metacarpal phalangeal joints,,,Subluxation of metacarpal phalangeal joints,
HP:0004295,Abnormality of the gastric mucosa,Abnormality of the gastric mucosa,,,Abnormality of the gastric mucosa,
HP:0004296,Abnormality of gastrointestinal vasculature,Abnormality of gastrointestinal vasculature,,,Abnormality of gastrointestinal vasculature,
HP:0004297,Abnormality of the biliary system,Abnormality of the biliary system,,,Abnormality of the biliary system,
HP:0004298,Abnormality of the abdominal wall,Abnormality of the abdominal wall,HP:0001462,,Abnormality of the abdominal wall,
HP:0004299,Hernia of the abdominal wall,Hernia of the abdominal wall,,congenital abnormality,Hernia of the abdominal wall,
HP:0004302,Functional motor problems.,Functional motor deficit,,none,Functional motor problems.,
HP:0004303,Abnormality of muscle fibers,Abnormal muscle fiber morphology,HP:0003706HP:0011806,none,Abnormality of muscle fibers,
HP:0004305,Involuntary muscle contractions,Involuntary movements,HP:0007120,none,Involuntary muscle contractions,
HP:0004306,Abnormality of the endocardium,Abnormal endocardium morphology,HP:0005260,,Abnormality of the endocardium,
HP:0004307,Abnormal anatomic location of the heart,Abnormal anatomic location of the heart,,,Abnormal anatomic location of the heart,
HP:0004308,Ventricular arrhythmia,Ventricular arrhythmia,,,Ventricular arrhythmia,
HP:0004309,Pre-excitation syndromes,Ventricular preexcitation,HP:0006676,,Pre-excitation syndromes,
HP:0004310,Abnormality of histiocytes,,,,Abnormality of histiocytes,
HP:0004311,Abnormality of macrophages,Abnormal macrophage morphology,HP:0004310,,Abnormality of macrophages,
HP:0004312,Abnormality of reticulocytes,Abnormal reticulocyte morphology,,,Abnormality of reticulocytes,
HP:0004313,Hypogammaglobulinemia,Decreased antibody level in blood,HP:0010703,none,Hypogammaglobulinemia,
HP:0004315,Decreased IgG level,Decreased circulating IgG level,HP:0003289HP:0003294HP:0005394HP:0008325HP:0008340,none,Decreased IgG level,
HP:0004316,Increased cortisol production,,,,Increased cortisol production,
HP:0004317,Decreased cortisol production,,,,Decreased cortisol production,
HP:0004318,Increased aldosterone production,,,,Increased aldosterone production,
HP:0004319,Decreased aldosterone production,Decreased circulating aldosterone level,HP:0000355HP:0002924HP:0008184HP:0008190,,Decreased aldosterone production,
HP:0004320,Vaginal fistula,Vaginal fistula,,,Vaginal fistula,
HP:0004321,Bladder fistula,Bladder fistula,,,Bladder fistula,
HP:0004322,Short stature,Short stature,HP:0001509HP:0003501HP:0003507HP:0003512HP:0003518HP:0003519HP:0008871HP:0008882HP:0008888HP:0008913,none,Short stature,
HP:0004323,Abnormality of body weight,Abnormality of body weight,HP:0010718,none,Abnormality of body weight,
HP:0004324,Increased body weight,Increased body weight,HP:0045083,none,Increased body weight,
HP:0004325,Decreased body weight,Decreased body weight,HP:0001823HP:0001826,none,Decreased body weight,
HP:0004326,Cachexia,Cachexia,,none,Cachexia,
HP:0004327,Abnormality of the vitreous humor,Abnormal vitreous humor morphology,,none,Abnormality of the vitreous humor,
HP:0004328,Abnormality of the anterior segment of the eye,Abnormal anterior eye segment morphology,,,Abnormality of the anterior segment of the eye,
HP:0004329,Abnormality of the posterior segment of the eye,Abnormal posterior eye segment morphology,,,Abnormality of the posterior segment of the eye,
HP:0004330,Increased skull ossification,Increased skull ossification,,none,Increased skull ossification,
HP:0004331,Decreased skull ossification,Decreased skull ossification,HP:0003780,,Decreased skull ossification,
HP:0004332,Abnormality of lymphocytes,Abnormal lymphocyte morphology,HP:0001887HP:0012140,,Abnormality of lymphocytes,
HP:0004333,Foam cells on bone marrow biopsy,Bone-marrow foam cells,HP:0001979,,Foam cells on bone marrow biopsy,
HP:0004334,Dermal atrophy,Dermal atrophy,HP:0000985HP:0001077,none,Dermal atrophy,
HP:0004335,Abnormal formation of myelin sheaths,,,,Abnormal formation of myelin sheaths,
HP:0004336,Myelin outfoldings,Myelin outfoldings,HP:0003433HP:0006898HP:0007290,,Myelin outfoldings,
HP:0004337,Abnormality of amino acid metabolism,Abnormality of amino acid metabolism,,none,Abnormality of amino acid metabolism,
HP:0004338,Abnormality of aromatic amino acid family metabolism,Abnormal circulating aromatic amino acid concentration,,,Abnormality of aromatic amino acid family metabolism,
HP:0004339,Abnormality of sulfur amino acid metabolism,Abnormal circulating sulfur amino acid concentration,,,Abnormality of sulfur amino acid metabolism,
HP:0004340,Abnormality of vitamin B metabolism,Abnormality of vitamin B metabolism,,,Abnormality of vitamin B metabolism,
HP:0004341,Abnormality of the vitamin B12 metabolism,Abnormality of vitamin B12 metabolism,,,Abnormality of the vitamin B12 metabolism,
HP:0004342,Abnormality of galactoside metabolism,Abnormality of galactoside metabolism,,none,Abnormality of galactoside metabolism,
HP:0004343,Abnormality of glycosphingolipid metabolism,Abnormality of glycosphingolipid metabolism,,,Abnormality of glycosphingolipid metabolism,
HP:0004344,Abnormality of cerebrosidase metabolism,Abnormality of cerebrosidase metabolism,,,Abnormality of cerebrosidase metabolism,
HP:0004345,Abnormality of ganglioside metabolism,Ganglioside accumulation,,,Abnormality of ganglioside metabolism,
HP:0004346,Increased respiratory rate or depth of breathing,,,,Increased respiratory rate or depth of breathing,
HP:0004347,Abnormal weakness of muscles of respiration,Weakness of muscles of respiration,,none,Abnormal weakness of muscles of respiration,
HP:0004348,Abnormality of bone mineral density,Abnormality of bone mineral density,,,Abnormality of bone mineral density,
HP:0004349,Reduced bone mineral density,Reduced bone mineral density,,none,Reduced bone mineral density,
HP:0004352,Abnormality of purine metabolism,Abnormal circulating purine concentration,,,Abnormality of purine metabolism,
HP:0004353,Abnormality of pyrimidine metabolism,Abnormal circulating pyrimidine concentration,,none,Abnormality of pyrimidine metabolism,
HP:0004354,Abnormality of carboxylic acid metabolism,Abnormal circulating carboxylic acid concentration,,,Abnormality of carboxylic acid metabolism,
HP:0004355,Abnormality of proteoglycan metabolism,obsolete Abnormality of proteoglycan metabolism,,,Abnormality of proteoglycan metabolism,
HP:0004356,Abnormality of lysosomal metabolism,Abnormality of lysosomal metabolism,,,Abnormality of lysosomal metabolism,
HP:0004357,Abnormality of leucine metabolism,Abnormal circulating leucine concentration,,,Abnormality of leucine metabolism,
HP:0004358,Abnormality of superoxide metabolism,Abnormality of superoxide metabolism,,,Abnormality of superoxide metabolism,
HP:0004359,Abnormality of fatty-acid metabolism,Abnormal circulating fatty-acid concentration,,,Abnormality of fatty-acid metabolism,
HP:0004360,Abnormality of acid-base homeostasis,Abnormality of acid-base homeostasis,,none,Abnormality of acid-base homeostasis,
HP:0004361,Abnormality of circulating leptin level,Abnormality of circulating leptin level,,,Abnormality of circulating leptin level,
HP:0004362,Abnormality of the enteric ganglia,Abnormality of enteric ganglion morphology,HP:0002596HP:0003283,,Abnormality of the enteric ganglia,
HP:0004363,Abnormality of calcium homeostasis,Abnormal circulating calcium concentration,HP:0040077,,Abnormality of calcium homeostasis,
HP:0004364,Abnormality of nitrogen compound homeostasis,Abnormal circulating nitrogen compound concentration,,,Abnormality of nitrogen compound homeostasis,
HP:0004365,Abnormality of tryptophan metabolism,Abnormal circulating tryptophan concentration,,,Abnormality of tryptophan metabolism,
HP:0004366,Abnormality of glycolysis,Abnormality of glycolysis,,,Abnormality of glycolysis,
HP:0004367,Abnormality of glycoprotein metabolism,obsolete Abnormality of glycoprotein metabolism,,,Abnormality of glycoprotein metabolism,
HP:0004368,Increased purine levels,Increased purine level,,,Increased purine levels,
HP:0004369,Decreased purine levels,Decreased purine level,,,Decreased purine levels,
HP:0004370,Abnormality of temperature regulation,Abnormality of temperature regulation,,none,Abnormality of temperature regulation,
HP:0004371,Abnormality of glycosaminoglycan metabolism,Abnormality of glycosaminoglycan metabolism,,,Abnormality of glycosaminoglycan metabolism,
HP:0004372,Reduced consciousness/confusion,Reduced consciousness/confusion,,,Reduced consciousness/confusion,
HP:0004373,Focal dystonia,Focal dystonia,HP:0007140,none,Focal dystonia,
HP:0004374,Hemiplegia/hemiparesis,Hemiplegia/hemiparesis,,none,Hemiplegia/hemiparesis,
HP:0004375,Neoplasm of the nervous system,Neoplasm of the nervous system,,none,Neoplasm of the nervous system,
HP:0004376,Neuroblastic tumors,Neuroblastic tumor,,,Neuroblastic tumors,
HP:0004377,Hematological neoplasia,Hematological neoplasm,,none,Hematological neoplasia,
HP:0004378,Abnormality of the anus,Abnormality of the anus,,congenital abnormality,Abnormality of the anus,
HP:0004379,Abnormality of alkaline phosphatase activity,Abnormality of alkaline phosphatase activity,,,Abnormality of alkaline phosphatase activity,
HP:0004380,Aortic valve calcification,Aortic valve calcification,HP:0004759HP:0005173,,Aortic valve calcification,
HP:0004381,Supravalvular aortic stenosis,Supravalvular aortic stenosis,,congenital abnormality,Supravalvular aortic stenosis,
HP:0004382,Mitral valve calcification,Mitral valve calcification,HP:0005149HP:0200129,,Mitral valve calcification,
HP:0004383,Hypoplastic left heart,Hypoplastic left heart,,congenital abnormality,Hypoplastic left heart,
HP:0004384,Type 1 truncus arteriosus,Type I truncus arteriosus,,congenital abnormality,Type 1 truncus arteriosus,
HP:0004385,Protracted diarrhea,Protracted diarrhea,,none,Protracted diarrhea,
HP:0004386,Gastrointestinal inflammatory disorder,Gastrointestinal inflammation,,none,Gastrointestinal inflammatory disorder,
HP:0004387,Enterocolitis,Enterocolitis,,none,Enterocolitis,
HP:0004388,Microcolon,Microcolon,,,Microcolon,
HP:0004389,Intestinal pseudo-obstruction,Intestinal pseudo-obstruction,,none,Intestinal pseudo-obstruction,
HP:0004390,Hamartomatous polyps,Hamartomatous polyposis,,,Hamartomatous polyps,
HP:0004392,Prune belly,Prune belly,,,Prune belly,
HP:0004393,Liver dysfunction,,,,Liver dysfunction,
HP:0004394,Multiple gastric polyps,Multiple gastric polyps,,,Multiple gastric polyps,
HP:0004395,Malnutrition,Malnutrition,,none,Malnutrition,
HP:0004396,Poor appetite,Poor appetite,,none,Poor appetite,
HP:0004397,Ectopic anus,Ectopic anus,,congenital abnormality,Ectopic anus,
HP:0004398,Peptic ulcer,Peptic ulcer,,,Peptic ulcer,
HP:0004399,Congenital pyloric atresia,Congenital pyloric atresia,,congenital abnormality,Congenital pyloric atresia,
HP:0004400,Abnormality of the pylorus,Abnormality of the pylorus,,congenital abnormality,Abnormality of the pylorus,
HP:0004401,Meconium ileus,Meconium ileus,HP:0002610HP:0004402,none,Meconium ileus,
HP:0004403,Proximal esophageal atresia,Proximal esophageal atresia,,,Proximal esophageal atresia,
HP:0004404,Abnormality of the nipple,Abnormal nipple morphology,,congenital abnormality,Abnormality of the nipple,
HP:0004405,Prominent nipples,Prominent nipples,,non-facial dysmorphism,Prominent nipples,
HP:0004406,"Spontaneous, recurrent epistaxis","Spontaneous, recurrent epistaxis",HP:0003684,none,"Spontaneous, recurrent epistaxis",
HP:0004407,Bony paranasal bossing,Bony paranasal bossing,,,Bony paranasal bossing,
HP:0004408,Abnormality of the sense of smell,Abnormality of the sense of smell,HP:0004410,,Abnormality of the sense of smell,
HP:0004409,Hyposmia,Hyposmia,,,Hyposmia,
HP:0004411,Deviated nasal septum,Deviated nasal septum,,none,Deviated nasal septum,
HP:0004412,Cleft ala nasi,,,,Cleft ala nasi,
HP:0004414,Abnormality of the pulmonary artery,Abnormality of the pulmonary artery,,none,Abnormality of the pulmonary artery,
HP:0004415,Pulmonary artery stenosis,Pulmonary artery stenosis,,congenital abnormality,Pulmonary artery stenosis,
HP:0004416,Precocious atherosclerosis,Precocious atherosclerosis,,,Precocious atherosclerosis,
HP:0004417,Intermittent claudication,Intermittent claudication,,,Intermittent claudication,
HP:0004418,Thrombophlebitis,Thrombophlebitis,,,Thrombophlebitis,
HP:0004419,Recurrent thrombophlebitis,Recurrent thrombophlebitis,,,Recurrent thrombophlebitis,
HP:0004420,Arterial thrombosis,Arterial thrombosis,,none,Arterial thrombosis,
HP:0004421,Elevated systolic blood pressure,Elevated systolic blood pressure,HP:0004956,,Elevated systolic blood pressure,
HP:0004422,Biparietal narrowing,Biparietal narrowing,,facial dysmorphism,Biparietal narrowing,
HP:0004423,Cranium bifidum occultum,Cranium bifidum occultum,,,Cranium bifidum occultum,
HP:0004424,Micturition difficulties,,,none,Micturition difficulties,
HP:0004425,Flattened forehead,Flat forehead,HP:0004659,facial dysmorphism,Flattened forehead,
HP:0004426,Abnormality of the cheeks,Abnormality of the cheek,,facial dysmorphism,Abnormality of the cheeks,
HP:0004427,Chubby cheeks,,,facial dysmorphism,Chubby cheeks,
HP:0004428,Elfin facies,Elfin facies,,,Elfin facies,
HP:0004429,Recurrent viral infections,Recurrent viral infections,HP:0005364,none,Recurrent viral infections,
HP:0004430,Severe combined immunodeficiency,Severe combined immunodeficiency,,,Severe combined immunodeficiency,
HP:0004431,Complement deficiency,Complement deficiency,,,Complement deficiency,
HP:0004432,Agammaglobulinemia,Agammaglobulinemia,HP:0008328,,Agammaglobulinemia,
HP:0004433,Selective IgA deficiency,Secretory IgA deficiency,,none,Selective IgA deficiency,
HP:0004434,C8 deficiency,C8 deficiency,,,C8 deficiency,
HP:0004435,Hypergammaglobulinemia,,,,Hypergammaglobulinemia,
HP:0004437,Cranial hyperostosis,Cranial hyperostosis,HP:0002698,none,Cranial hyperostosis,
HP:0004438,Hyperostosis frontalis interna,Hyperostosis frontalis interna,,,Hyperostosis frontalis interna,
HP:0004439,Craniofacial dysostosis,Craniofacial dysostosis,,,Craniofacial dysostosis,
HP:0004440,Coronal craniosynostosis,Coronal craniosynostosis,HP:0002675HP:0002685HP:0002739HP:0004441,non-facial dysmorphism,Coronal craniosynostosis,
HP:0004441,"Craniosynostosis, coronal and lambdoidal",,,,"Craniosynostosis, coronal and lambdoidal",
HP:0004442,Sagittal craniosynostosis,Sagittal craniosynostosis,,non-facial dysmorphism,Sagittal craniosynostosis,
HP:0004443,Lambdoidal craniosynostosis,Lambdoidal craniosynostosis,HP:0004486,congenital abnormality,Lambdoidal craniosynostosis,
HP:0004444,Spherocytosis,Spherocytosis,HP:0004816,,Spherocytosis,
HP:0004445,Elliptocytosis,Elliptocytosis,HP:0004837,,Elliptocytosis,
HP:0004446,Stomatocytosis,Stomatocytosis,HP:0004801,,Stomatocytosis,
HP:0004472,"Hyperostoses of calvaria, facial bones, and mandible",Mandibular hyperostosis,,,"Hyperostoses of calvaria, facial bones, and mandible",
HP:0004473,"Large, late-closing fontanelle",,,non-facial dysmorphism,"Large, late-closing fontanelle",
HP:0004474,Persistent open anterior fontanelle,Persistent open anterior fontanelle,HP:0004475HP:0004483,congenital abnormality,Persistent open anterior fontanelle,
HP:0004475,Anterior fontanelle open in adults,,,,Anterior fontanelle open in adults,
HP:0004476,Aplasia cutis congenita over parietal area,Aplasia cutis congenita over parietal area,,,Aplasia cutis congenita over parietal area,
HP:0004477,occasional clover-leaf skull,,,,occasional clover-leaf skull,
HP:0004478,ethmoidal encephalocele,Ethmoidal encephalocele,,,ethmoidal encephalocele,
HP:0004479,Occasional brachycephaly,,,,Occasional brachycephaly,
HP:0004480,"Receding, small forehead",,,facial dysmorphism,"Receding, small forehead",
HP:0004481,"Macrocephaly, progressive",Progressive macrocephaly,HP:0000261,none,"Macrocephaly, progressive",
HP:0004482,Relative macrocephaly,Relative macrocephaly,HP:0000257HP:0001364,none,Relative macrocephaly,
HP:0004484,Craniofacial asymmetry,Craniofacial asymmetry,,facial dysmorphism,Craniofacial asymmetry,
HP:0004485,cessation of head growth in affected infants,Cessation of head growth,,,cessation of head growth in affected infants,
HP:0004486,primary coronal and lambdoid craniosynostosis,,,,primary coronal and lambdoid craniosynostosis,
HP:0004487,Acrobrachycephaly,Acrobrachycephaly,,,Acrobrachycephaly,
HP:0004488,Macrocephaly at birth,Macrocephaly at birth,,none,Macrocephaly at birth,
HP:0004489,Frontal and occipital prominence,,,,Frontal and occipital prominence,
HP:0004490,Calvarial hyperostosis,Calvarial hyperostosis,,,Calvarial hyperostosis,
HP:0004491,Large posterior fontanelle,Large posterior fontanelle,,non-facial dysmorphism,Large posterior fontanelle,
HP:0004492,Widely patent fontanels and sutures,Widely patent fontanelles and sutures,HP:0002646HP:0005492,congenital abnormality,Widely patent fontanels and sutures,
HP:0004493,Craniofacial hyperostosis,Craniofacial hyperostosis,,,Craniofacial hyperostosis,
HP:0004494,Unilateral craniosynostosis,,,,Unilateral craniosynostosis,
HP:0004495,Thin anteverted nares,Thin anteverted nares,,facial dysmorphism,Thin anteverted nares,
HP:0004496,Posterior choanal atresia,Posterior choanal atresia,,,Posterior choanal atresia,
HP:0004497,Hypoplastic nostrils,,,facial dysmorphism,Hypoplastic nostrils,
HP:0004498,"prominent, broad nasal bridge",,,facial dysmorphism,"prominent, broad nasal bridge",
HP:0004499,chronic rhinitis due to narrow nasal airway,Chronic rhinitis due to narrow nasal airway,,,chronic rhinitis due to narrow nasal airway,
HP:0004500,Broad and high nasal bridge,,,facial dysmorphism,Broad and high nasal bridge,
HP:0004501,Broad upturned nasal tip,,,facial dysmorphism,Broad upturned nasal tip,
HP:0004502,Bilateral choanal atresia/stenosis,Bilateral choanal atresia,,,Bilateral choanal atresia/stenosis,
HP:0004504,"high, broad nasal root",,,,"high, broad nasal root",
HP:0004506,small nose with low nasal bridge,,,,small nose with low nasal bridge,
HP:0004507,Hypoplastic nares and septum,,,,Hypoplastic nares and septum,
HP:0004509,subclinical defect in pancreatic exocrine function,,,,subclinical defect in pancreatic exocrine function,
HP:0004510,Islets of Langerhans hyperplasia,Pancreatic islet-cell hyperplasia,HP:0001736HP:0006275,,Islets of Langerhans hyperplasia,
HP:0004511,increased risk of pancreatic cancer,,,,increased risk of pancreatic cancer,
HP:0004514,"Sparse scalp, axillary, and pubic hair",,,,"Sparse scalp, axillary, and pubic hair",
HP:0004515,Generalized trichodysplasia,,,,Generalized trichodysplasia,
HP:0004516,absent/abnormal eyelashes and eyebrows,,,,absent/abnormal eyelashes and eyebrows,
HP:0004517,"Hypertrichosis, congenital anterior cervical",,,,"Hypertrichosis, congenital anterior cervical",
HP:0004518,Sparse axillary and pubic hair,,,,Sparse axillary and pubic hair,
HP:0004519,"little or no eyebrows, eyelashes or body hair",,,,"little or no eyebrows, eyelashes or body hair",
HP:0004520,loss of eyebrows and eyelashes,,,,loss of eyebrows and eyelashes,
HP:0004522,"sparse hair, eyebrows and eyelashes",,,,"sparse hair, eyebrows and eyelashes",
HP:0004523,very long eyelashes and eyebrows,Long eyebrows,,facial dysmorphism,very long eyelashes and eyebrows,
HP:0004524,Temporal hypotrichosis,Temporal hypotrichosis,,facial dysmorphism,Temporal hypotrichosis,
HP:0004525,Congenital hypotrichosis,,,,Congenital hypotrichosis,
HP:0004527,large clumps of pigment irregularly distributed along hair shaft,Large clumps of pigment irregularly distributed along hair shaft,,,large clumps of pigment irregularly distributed along hair shaft,
HP:0004528,Generalized hypotrichosis,Generalized hypotrichosis,HP:0004513,non-facial dysmorphism,Generalized hypotrichosis,
HP:0004529,"atrophic, patchy alopecia","Atrophic, patchy alopecia",,non-facial dysmorphism,"atrophic, patchy alopecia",
HP:0004530,"loss of eyebrows, eyelashes and beard",,,,"loss of eyebrows, eyelashes and beard",
HP:0004531,"sparse eyebrows, eyelashes, and beard",,,,"sparse eyebrows, eyelashes, and beard",
HP:0004532,"Sacral, lumbar, or thoracic localized hypertrichosis",Sacral hypertrichosis,,,"Sacral, lumbar, or thoracic localized hypertrichosis",
HP:0004533,"thick, arched eyebrows",,,facial dysmorphism,"thick, arched eyebrows",
HP:0004534,"dry, sparse scalp hair",,,,"dry, sparse scalp hair",
HP:0004535,Anterior cervical hypertrichosis,Anterior cervical hypertrichosis,HP:0004517HP:0004773,,Anterior cervical hypertrichosis,
HP:0004536,White eyebrows and eyelashes,,,,White eyebrows and eyelashes,
HP:0004537,absent pubic and facial hair,,,,absent pubic and facial hair,
HP:0004538,"fine, sparse, light-colored hair",,,,"fine, sparse, light-colored hair",
HP:0004539,loss of eyebrows and eyelashes by age 3 years,,,,loss of eyebrows and eyelashes by age 3 years,
HP:0004540,"Congenital, generalized hypertrichosis","Congenital, generalized hypertrichosis",HP:0004547HP:0004769,congenital abnormality,"Congenital, generalized hypertrichosis",
HP:0004541,"fragile, thin, and sparse scalp hair",,,non-facial dysmorphism,"fragile, thin, and sparse scalp hair",
HP:0004542,"blonde, sparse scalp hair",,,,"blonde, sparse scalp hair",
HP:0004543,"Persistent generalized hypertrichosis, esp face, ears, and shoulders",,,,"Persistent generalized hypertrichosis, esp face, ears, and shoulders",
HP:0004544,Pointed frontal hairline,obsolete Pointed frontal hairline,,facial dysmorphism,Pointed frontal hairline,
HP:0004545,sparse to absent axillary hair,,,,sparse to absent axillary hair,
HP:0004546,"broad, bushy eyebrows",,,facial dysmorphism,"broad, bushy eyebrows",
HP:0004548,"absent hair, eyebrows and eyelashes",,,,"absent hair, eyebrows and eyelashes",
HP:0004549,"absent facial, axillary, body hair",,,,"absent facial, axillary, body hair",
HP:0004550,"alopecia, complete, in majority of patients",,,,"alopecia, complete, in majority of patients",
HP:0004551,"arched, sparse eyebrows",,,facial dysmorphism,"arched, sparse eyebrows",
HP:0004552,scarring alopecia of scalp,Scarring alopecia of scalp,,,scarring alopecia of scalp,
HP:0004553,"thin, slow-growing scalp hair",,,,"thin, slow-growing scalp hair",
HP:0004554,Generalized hypertrichosis,Generalized hypertrichosis,HP:0004543HP:0004766,non-facial dysmorphism,Generalized hypertrichosis,
HP:0004555,absent or scanty eyelashes and eyebrows,,,,absent or scanty eyelashes and eyebrows,
HP:0004556,absent pubic and axillary hair,,,,absent pubic and axillary hair,
HP:0004557,Anterior vertebral fusion,Anterior vertebral fusion,,,Anterior vertebral fusion,
HP:0004558,cervical platyspondyly,Cervical platyspondyly,HP:0005641,,cervical platyspondyly,
HP:0004559,flat oval-shaped vertebral bodies,,,,flat oval-shaped vertebral bodies,
HP:0004562,beaking of vertebral bodies t12-l3,Beaking of vertebral bodies T12-L3,,,beaking of vertebral bodies t12-l3,
HP:0004563,increased spinal bone density,Increased spinal bone density,,,increased spinal bone density,
HP:0004565,severe platyspondyly,Severe platyspondyly,HP:0004564,,severe platyspondyly,
HP:0004566,Pear-shaped vertebrae,Pear-shaped vertebrae,,,Pear-shaped vertebrae,
HP:0004568,Beaking of vertebral bodies,Beaking of vertebral bodies,HP:0003313HP:0003315HP:0004569HP:0004577HP:0004584HP:0005122,,Beaking of vertebral bodies,
HP:0004569,flattening and anterior beaking of vertebral bodies,,,,flattening and anterior beaking of vertebral bodies,
HP:0004570,Increased vertebral height,Increased vertebral height,HP:0005693,,Increased vertebral height,
HP:0004571,widening of cervical spinal canal,Widening of cervical spinal canal,,,widening of cervical spinal canal,
HP:0004573,wedge-shaped 11th or 12th thoracic vertebrae,Anterior wedging of T11,,,wedge-shaped 11th or 12th thoracic vertebrae,
HP:0004575,fusion of midcervical facet joints,Fusion of midcervical facet joints,,,fusion of midcervical facet joints,
HP:0004576,Sclerotic vertebral endplates,Sclerotic vertebral endplates,,,Sclerotic vertebral endplates,
HP:0004577,anterior flattening and/or beaking of vertebrae,,,,anterior flattening and/or beaking of vertebrae,
HP:0004578,Mild vertebral body sclerosis,,,,Mild vertebral body sclerosis,
HP:0004580,Anterior scalloping of vertebral bodies,Anterior scalloping of vertebral bodies,,,Anterior scalloping of vertebral bodies,
HP:0004581,Increased anterior vertebral height,Increased anterior vertebral height,,,Increased anterior vertebral height,
HP:0004582,Mild irregularity of vertebral bodies,Irregularity of vertebral bodies,,,Mild irregularity of vertebral bodies,
HP:0004583,mild irregularity of vertebral endplates,,,,mild irregularity of vertebral endplates,
